index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by
3180,408-2575189-3635543,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-S,"Women Blue, Gold Flats Sandal",S,B082W87NQF,Shipped,1,INR,435,BENGALURU,KARNATAKA,560103,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3181,408-1927059-6186704,4/28/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3802,JNE3802-KR-XS,Leather Formals Slip On For Men  (Black),XS,B09K3TGHYV,Shipped,1,INR,459,CHENNAI,TAMIL NADU,600096,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
3182,403-1520855-1621947,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-S,Canvas Shoes For Men  (Grey),S,B08XNJ19QH,Shipped,1,INR,1112,BALAGHAT,MADHYA PRADESH,481001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3183,404-4293978-7097134,4/28/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XS,Men Blue Sandal,XS,B09SDY9SQ6,Shipped,1,INR,725,Amtady,KARNATAKA,574219,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-ACZIPIA37BFIY,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-4UKS7UWZY3AES,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
3184,171-9292626-3220321,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3706,JNE3706-DR-XXXL,Boots For Women  (White),3XL,B098324ZKR,Shipped,1,INR,413,GURUGRAM,HARYANA,122003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3185,402-6621113-0775551,4/28/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3645,JNE3645-TP-N-S,Sneakers for men(blue_6) Sneakers For Men  (Blue),S,B08ZHN6H5T,Shipped,1,INR,432,NEW DELHI,DELHI,110012,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-ACZIPIA37BFIY,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-4UKS7UWZY3AES,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
3186,405-7848968-5501909,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-L,Good Quality Shoes More Comfortable And Light Weight Shoes for Women Bellies For Women  (Black),L,B0894YB3B1,Shipped,1,INR,1133,HALIYAL,KARNATAKA,581329,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3187,405-3917810-0650746,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,SET293,SET293-KR-NP-XL,AGROHA-1969-GREY-7 Casuals For Men  (Grey),XL,B09K3DQZ66,Shipped,1,INR,692,GURGAON,HARYANA,122001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3188,407-3007368-4017139,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,J0208,J0208-DR-XXL,Lace Up For Men  (Black),XXL,B0967N2JLF,Shipped,1,INR,721,BENGALURU,KARNATAKA,560064,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3189,408-2627695-4547558,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3807,JNE3807-KR-S,"Urban Graphicster Wn's Sneakers For Women  (White, Maroon)",S,B09RKD6B6T,Shipped,1,INR,666,KOTTAYAM,KERALA,686016,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3190,171-8820044-0821917,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3463,JNE3463-KR-XXL,Casuals For Men  (Blue),XXL,B08RP77NWN,Shipped,1,INR,534,THANE,MAHARASHTRA,400607,IN,,FALSE,
3191,402-6409452-0419547,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,J0092,J0092-SET-S,Men Olive Sandal,S,B089G25H3F,Shipped,1,INR,833,GURUGRAM,HARYANA,122101,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3192,406-0220139-9548366,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,SET344,SET344-KR-NP-XXXL,Women Black Heels Sandal,3XL,B09QJ3WT3H,Shipped,1,INR,968,THANE,MAHARASHTRA,401107,IN,,FALSE,
3193,406-2539901-3159553,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,SET197,SET197-KR-NP-XL,Rajasthani Jaipuri jutti for girls and women Jutis For Women  (Multicolor),XL,B08B3ZFHC6,Shipped,1,INR,759,SHAHJAHANPUR,UTTAR PRADESH,242001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3194,407-9865127-3950716,4/28/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-L,Women Black Heels Sandal,L,B099NJKJ54,Shipped,1,INR,563,AURANGABAD,MAHARASHTRA,431001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
3195,403-7096325-0826727,4/28/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3439,JNE3439-KR-L,Women's Red Ethnic Leaf Sitara Printed Fabric Jutti Mojari Casuals For Women  (Red),L,B081WZDHB3,Shipped,1,INR,399,Chengalpattu,TAMIL NADU,603004,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship
3196,171-9269114-9178764,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XXL,Elle Wine Color Casual for Women's Flip Flops,XXL,B0894WT71H,Shipped,1,INR,1065,ALLAPALLI,MAHARASHTRA,442703,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3197,408-2772769-9582737,4/28/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET144,SET144-KR-NP-XXXL,Combo Pack of 5 Casual Sneakers With Sneakers For Men  (Multicolor),3XL,B0822TZ4S3,Shipped,1,INR,788,SHAHDOL,MADHYA PRADESH,484117,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
3198,404-0801322-9033932,4/28/2022,Cancelled,Merchant,Amazon.in,Standard,J0354,J0354-KR-L,Flip Flops,L,B09811J9G9,,0,INR,540.95,BELA PRATAPGARH,UTTAR PRADESH,230001,IN,,FALSE,Easy Ship
3199,404-0801322-9033932,4/28/2022,Cancelled,Merchant,Amazon.in,Standard,JNE3822,JNE3822-KR-XL,Outdoor Shoe For Men  (Brown),XL,B09LTYN4SC,,0,INR,451.43,BELA PRATAPGARH,UTTAR PRADESH,230001,IN,,FALSE,Easy Ship
3200,171-9772223-7459553,4/28/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3608,JNE3608-KR-L,By Bata Slip On Shoes For Men  (Black),L,B08TH4MQD2,Shipped,1,INR,362,MUMBAI,MAHARASHTRA,400078,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship
3201,404-9873304-1213128,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,SET344,SET344-KR-NP-XXXL,Girls Canvas Heel Sneakers For Women  (Red),3XL,B09QJ3WT3H,Shipped,1,INR,968,Haldwani,UTTARAKHAND,263139,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3202,171-0805500-1418765,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XXL,"GLECK Men's Casual Canvas Sport Shoes, Corporate Casual Outdoor Lace-Up Shoes, Running/Walking/Training and Gym Shoes Running Shoes For Men  (Multicolor)",XXL,B08ZH7C41R,Shipped,1,INR,432,VADODARA,Gujarat,390018,IN,,FALSE,
3203,171-9270872-2310749,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,J0396,J0396-DR-XXXL,Bellies Jutis For Women  (Blue),3XL,B09SDXPC2C,Shipped,1,INR,859,KOLKATA,WEST BENGAL,700019,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3204,402-6053537-9799504,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XXL,Rajasthani Jaipuri jutti for girls and women Jutis For Women  (Multicolor),XXL,B08N4QTQHW,Shipped,1,INR,487,GHAZIABAD,UTTAR PRADESH,201016,IN,,FALSE,
3205,402-4380388-4495542,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,J0377,J0377-SKD-XXXL,Combo pack of 4 sneaker shoes for women Sneakers For Women  (Multicolor),3XL,B09QJ3VNR7,Shipped,1,INR,1099,GHAZIABAD,UTTAR PRADESH,201016,IN,,FALSE,
3206,408-6125939-7597153,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5011,MEN5011-KR-M,Slides,M,B08YZ1Z5XS,Shipped,1,INR,0,MUMBAI,MAHARASHTRA,400053,IN,,FALSE,
3207,405-8362760-8534707,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,SET344,SET344-KR-NP-XL,New Latest Design Mens Mojaris Mocassin For Men  (Black),XL,B09QJ57BL6,Shipped,1,INR,968,NOIDA,UTTAR PRADESH,201307,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3208,407-7026053-2683515,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-XXL,Boots For Women  (Red),XXL,B08XNGQCGM,Shipped,1,INR,1112,BENGALURU,KARNATAKA,560037,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3209,405-1803410-0664334,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3784,JNE3784-KR-M,Mojaris For Men  (Black),M,B09K3Y42F5,Shipped,1,INR,458,UNA,HIMACHAL PRADESH,174303,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
3210,171-7222088-7624324,4/28/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET328,SET328-KR-NP-XS,Pink Mesh Perfect Stylish Girls Dancing/Sports/Sneakers For Women Running Shoes For Women  (Pink),XS,B09K3QJ389,Shipped,1,INR,635,IMPHAL WEST,MANIPUR,795002,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-ACZIPIA37BFIY,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-4UKS7UWZY3AES,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship
3211,405-8060110-4281940,4/28/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3707,JNE3707-DR-XXL,Premium Slip On For Men  (Brown),XXL,B098372DQY,Shipped,1,INR,496,VASAI VIRAR,MAHARASHTRA,401303,IN,,FALSE,
